ciudad_origen,ciudad_destino,fecha_salida,fecha_llegada,duracion,tipo_tren,clase,precio,tarifa,fecha_captura,mes_salida,dia_semana,hora_salida,hora_captura,dias_anticipacion,temporada,duracion_minutos
MADRID,BARCELONA,2019-05-06 07:15:00,2019-05-06 16:37:00,9.37,R. EXPRES,Turista,43.25,Adulto ida,2019-04-11 21:56:41,5,Lunes,7,21,24,Primavera,562.0
MADRID,BARCELONA,2019-05-06 14:00:00,2019-05-06 16:30:00,2.5,AVE,Turista,78.8,Promo,2019-04-11 21:56:41,5,Lunes,14,21,24,Primavera,150.0
MADRID,BARCELONA,2019-05-06 07:20:00,2019-05-06 09:50:00,2.5,AVE,Turista,100.4,Promo,2019-04-11 21:56:41,5,Lunes,7,21,24,Primavera,150.0
MADRID,BARCELONA,2019-05-06 15:00:00,2019-05-06 17:30:00,2.5,AVE,Turista,78.8,Promo,2019-04-11 21:56:41,5,Lunes,15,21,24,Primavera,150.0
MADRID,BARCELONA,2019-05-06 18:30:00,2019-05-06 21:20:00,2.83,AVE,Turista Plus,69.8,Promo,2019-04-11 21:56:41,5,Lunes,18,21,24,Primavera,170.0
MADRID,BARCELONA,2019-05-06 08:00:00,2019-05-06 10:30:00,2.5,AVE,Turista,100.4,Promo,2019-04-11 21:56:41,5,Lunes,8,21,24,Primavera,150.0
MADRID,BARCELONA,2019-05-06 15:30:00,2019-05-06 18:40:00,3.17,AVE,Turista Plus,80.15,Promo,2019-04-11 21:56:41,5,Lunes,15,21,24,Primavera,190.0
MADRID,BARCELONA,2019-05-06 14:30:00,2019-05-06 17:21:00,2.85,AVE,Turista,75.4,Promo,2019-04-11 21:56:41,5,Lunes,14,21,24,Primavera,171.0
MADRID,BARCELONA,2019-05-06 08:30:00,2019-05-06 11:15:00,2.75,AVE,Turista,85.1,Promo,2019-04-11 21:56:41,5,Lunes,8,21,24,Primavera,165.0
MADRID,BARCELONA,2019-05-06 21:25:00,2019-05-06 23:55:00,2.5,AVE,Turista Plus,49.15,Promo,2019-04-11 21:56:41,5,Lunes,21,21,24,Primavera,150.0
MADRID,BARCELONA,2019-05-06 10:30:00,2019-05-06 13:15:00,2.75,AVE,Turista Plus,80.15,Promo,2019-04-11 21:56:41,5,Lunes,10,21,24,Primavera,165.0
MADRID,BARCELONA,2019-05-06 11:30:00,2019-05-06 14:40:00,3.17,AVE,Turista,107.7,Flexible,2019-04-11 21:56:41,5,Lunes,11,21,24,Primavera,190.0
MADRID,BARCELONA,2019-05-06 12:30:00,2019-05-06 15:30:00,3.0,AVE,Turista Plus,90.5,Promo,2019-04-11 21:56:41,5,Lunes,12,21,24,Primavera,180.0
MADRID,BARCELONA,2019-05-06 13:25:00,2019-05-06 16:24:00,2.98,AVE,Turista Plus,90.5,Promo,2019-04-11 21:56:41,5,Lunes,13,21,24,Primavera,179.0
MADRID,BARCELONA,2019-05-06 20:30:00,2019-05-06 23:40:00,3.17,AVE,Turista,58.15,Promo,2019-04-11 21:56:41,5,Lunes,20,21,24,Primavera,190.0
MADRID,BARCELONA,2019-05-06 17:00:00,2019-05-06 19:30:00,2.5,AVE,Turista,88.95,Promo,2019-04-11 21:56:41,5,Lunes,17,21,24,Primavera,150.0
MADRID,BARCELONA,2019-05-06 19:00:00,2019-05-06 21:30:00,2.5,AVE,Turista,100.4,Promo,2019-04-11 21:56:41,5,Lunes,19,21,24,Primavera,150.0
MADRID,BARCELONA,2019-05-06 16:00:00,2019-05-06 18:30:00,2.5,AVE,Turista,88.95,Promo,2019-04-11 21:56:41,5,Lunes,16,21,24,Primavera,150.0
MADRID,BARCELONA,2019-05-06 16:30:00,2019-05-06 19:15:00,2.75,AVE,Preferente,83.5,Promo,2019-04-11 21:56:41,5,Lunes,16,21,24,Primavera,165.0
MADRID,BARCELONA,2019-05-06 18:00:00,2019-05-06 20:30:00,2.5,AVE,Turista,88.95,Promo,2019-04-11 21:56:41,5,Lunes,18,21,24,Primavera,150.0
MADRID,BARCELONA,2019-05-06 19:30:00,2019-05-06 22:40:00,3.17,AVE,Turista Plus,59.5,Promo,2019-04-11 21:56:41,5,Lunes,19,21,24,Primavera,190.0
MADRID,VALENCIA,2019-05-04 19:40:00,2019-05-04 21:29:00,1.82,AVE,Preferente,43.75,Promo,2019-04-11 21:56:57,5,Sábado,19,21,22,Primavera,109.0
MADRID,VALENCIA,2019-05-04 10:40:00,2019-05-04 12:20:00,1.67,AVE,Turista,33.65,Promo,2019-04-11 21:56:57,5,Sábado,10,21,22,Primavera,100.0
MADRID,VALENCIA,2019-05-04 11:55:00,2019-05-04 13:35:00,1.67,AVE,Turista,51.15,Promo,2019-04-11 21:56:57,5,Sábado,11,21,22,Primavera,100.0
MADRID,VALENCIA,2019-05-04 11:10:00,2019-05-04 13:25:00,2.25,INTERCITY,Turista,29.9,Promo,2019-04-11 21:56:57,5,Sábado,11,21,22,Primavera,135.0
MADRID,VALENCIA,2019-05-04 14:10:00,2019-05-04 16:03:00,1.88,AVE,Preferente,43.75,Promo,2019-04-11 21:56:57,5,Sábado,14,21,22,Primavera,113.0
MADRID,VALENCIA,2019-05-04 15:40:00,2019-05-04 17:22:00,1.7,AVE,Turista,45.3,Promo,2019-04-11 21:56:57,5,Sábado,15,21,22,Primavera,102.0
MADRID,VALENCIA,2019-05-04 21:10:00,2019-05-04 23:03:00,1.88,AVE,Turista,51.15,Promo,2019-04-11 21:56:57,5,Sábado,21,21,22,Primavera,113.0
MADRID,VALENCIA,2019-05-04 16:30:00,2019-05-04 22:47:00,6.28,REGIONAL,Turista,28.35,Adulto ida,2019-04-11 21:56:57,5,Sábado,16,21,22,Primavera,377.0
MADRID,VALENCIA,2019-05-04 17:40:00,2019-05-04 19:20:00,1.67,AVE,Turista,51.15,Promo,2019-04-11 21:56:57,5,Sábado,17,21,22,Primavera,100.0
MADRID,VALENCIA,2019-05-04 08:40:00,2019-05-04 10:33:00,1.88,AVE,Turista,45.3,Promo,2019-04-11 21:56:57,5,Sábado,8,21,22,Primavera,113.0
MADRID,VALENCIA,2019-05-04 08:00:00,2019-05-04 14:10:00,6.17,REGIONAL,Turista,28.35,Adulto ida,2019-04-11 21:56:57,5,Sábado,8,21,22,Primavera,370.0
MADRID,VALENCIA,2019-05-04 09:40:00,2019-05-04 11:24:00,1.73,AVE,Preferente,36.15,Promo,2019-04-11 21:56:57,5,Sábado,9,21,22,Primavera,104.0
MADRID,SEVILLA,2019-05-07 10:00:00,2019-05-07 12:32:00,2.53,AVE,Turista,76.3,Flexible,2019-04-11 21:57:13,5,Martes,10,21,25,Primavera,152.0
MADRID,VALENCIA,2019-05-08 06:08:00,2019-05-08 12:55:00,6.78,REGIONAL,Turista,28.35,Adulto ida,2019-04-11 21:57:13,5,Miércoles,6,21,26,Primavera,407.0
MADRID,VALENCIA,2019-05-08 07:40:00,2019-05-08 09:20:00,1.67,AVE,Preferente,66.55,Promo,2019-04-11 21:57:13,5,Miércoles,7,21,26,Primavera,100.0
MADRID,VALENCIA,2019-05-08 06:45:00,2019-05-08 08:38:00,1.88,AVE,Turista,33.65,Promo,2019-04-11 21:57:13,5,Miércoles,6,21,26,Primavera,113.0
MADRID,SEVILLA,2019-05-07 20:35:00,2019-05-07 23:15:00,2.67,AVE,Turista,53.4,Promo,2019-04-11 21:57:13,5,Martes,20,21,25,Primavera,160.0
MADRID,VALENCIA,2019-05-08 11:10:00,2019-05-08 13:25:00,2.25,INTERCITY,Turista,29.9,Promo,2019-04-11 21:57:13,5,Miércoles,11,21,26,Primavera,135.0
MADRID,VALENCIA,2019-05-08 09:10:00,2019-05-08 10:58:00,1.8,AVE,Turista,51.15,Promo,2019-04-11 21:57:13,5,Miércoles,9,21,26,Primavera,108.0
MADRID,VALENCIA,2019-05-08 09:40:00,2019-05-08 11:24:00,1.73,AVE,Turista,39.45,Promo,2019-04-11 21:57:13,5,Miércoles,9,21,26,Primavera,104.0
MADRID,SEVILLA,2019-05-07 17:00:00,2019-05-07 19:38:00,2.63,AVE,Turista,47.3,Promo,2019-04-11 21:57:13,5,Martes,17,21,25,Primavera,158.0
MADRID,VALENCIA,2019-05-08 10:40:00,2019-05-08 12:20:00,1.67,AVE,Turista,39.45,Promo,2019-04-11 21:57:13,5,Miércoles,10,21,26,Primavera,100.0
MADRID,SEVILLA,2019-05-07 06:20:00,2019-05-07 09:16:00,2.93,AV City,Turista,43.55,Promo,2019-04-11 21:57:13,5,Martes,6,21,25,Primavera,176.0
MADRID,SEVILLA,2019-05-07 16:30:00,2019-05-07 18:51:00,2.35,AVE,Turista,47.3,Promo,2019-04-11 21:57:13,5,Martes,16,21,25,Primavera,141.0
MADRID,VALENCIA,2019-05-08 11:55:00,2019-05-08 13:35:00,1.67,AVE,Turista,27.8,Promo,2019-04-11 21:57:13,5,Miércoles,11,21,26,Primavera,100.0
MADRID,VALENCIA,2019-05-08 12:21:00,2019-05-08 19:04:00,6.72,REGIONAL,Turista,28.35,Adulto ida,2019-04-11 21:57:13,5,Miércoles,12,21,26,Primavera,403.0
MADRID,SEVILLA,2019-05-07 15:00:00,2019-05-07 17:21:00,2.35,AVE,Turista,47.3,Promo,2019-04-11 21:57:13,5,Martes,15,21,25,Primavera,141.0
MADRID,VALENCIA,2019-05-08 12:40:00,2019-05-08 14:20:00,1.67,AVE,Turista,21.95,Promo,2019-04-11 21:57:13,5,Miércoles,12,21,26,Primavera,100.0
MADRID,VALENCIA,2019-05-08 15:10:00,2019-05-08 16:52:00,1.7,AVE,Turista,27.8,Promo,2019-04-11 21:57:13,5,Miércoles,15,21,26,Primavera,102.0
MADRID,VALENCIA,2019-05-08 14:10:00,2019-05-08 16:03:00,1.88,AVE,Turista,33.65,Promo,2019-04-11 21:57:13,5,Miércoles,14,21,26,Primavera,113.0
MADRID,SEVILLA,2019-05-07 09:00:00,2019-05-07 11:38:00,2.63,AVE,Turista,76.3,Flexible,2019-04-11 21:57:13,5,Martes,9,21,25,Primavera,158.0
MADRID,SEVILLA,2019-05-07 12:00:00,2019-05-07 14:32:00,2.53,AVE,Turista,53.4,Promo,2019-04-11 21:57:13,5,Martes,12,21,25,Primavera,152.0
MADRID,VALENCIA,2019-05-08 18:40:00,2019-05-08 20:20:00,1.67,AVE,Turista,51.15,Promo,2019-04-11 21:57:13,5,Miércoles,18,21,26,Primavera,100.0
MADRID,VALENCIA,2019-05-08 15:40:00,2019-05-08 17:22:00,1.7,AVE,Turista,45.3,Promo,2019-04-11 21:57:13,5,Miércoles,15,21,26,Primavera,102.0
MADRID,VALENCIA,2019-05-08 16:05:00,2019-05-08 22:47:00,6.7,REGIONAL,Turista,28.35,Adulto ida,2019-04-11 21:57:13,5,Miércoles,16,21,26,Primavera,402.0
MADRID,VALENCIA,2019-05-08 16:45:00,2019-05-08 18:50:00,2.08,ALVIA,Preferente,46.15,Promo,2019-04-11 21:57:13,5,Miércoles,16,21,26,Primavera,125.0
MADRID,VALENCIA,2019-05-08 17:40:00,2019-05-08 19:20:00,1.67,AVE,Turista,51.15,Promo,2019-04-11 21:57:13,5,Miércoles,17,21,26,Primavera,100.0
MADRID,VALENCIA,2019-05-08 16:55:00,2019-05-08 21:58:00,5.05,AVE,Turista,33.65,Promo,2019-04-11 21:57:13,5,Miércoles,16,21,26,Primavera,303.0
MADRID,SEVILLA,2019-05-07 18:35:00,2019-05-07 21:08:00,2.55,ALVIA,Turista,67.2,Flexible,2019-04-11 21:57:13,5,Martes,18,21,25,Primavera,153.0
MADRID,VALENCIA,2019-05-08 17:48:00,2019-05-08 21:58:00,4.17,INTERCITY,Turista,17.15,Promo,2019-04-11 21:57:13,5,Miércoles,17,21,26,Primavera,250.0
MADRID,VALENCIA,2019-05-08 19:40:00,2019-05-08 21:29:00,1.82,AVE,Turista,45.3,Promo,2019-04-11 21:57:13,5,Miércoles,19,21,26,Primavera,109.0
MADRID,VALENCIA,2019-05-08 20:40:00,2019-05-08 22:24:00,1.73,AVE,Turista,33.65,Promo,2019-04-11 21:57:13,5,Miércoles,20,21,26,Primavera,104.0
MADRID,VALENCIA,2019-05-08 21:10:00,2019-05-08 23:03:00,1.88,AVE,Turista,27.8,Promo,2019-04-11 21:57:13,5,Miércoles,21,21,26,Primavera,113.0
MADRID,SEVILLA,2019-05-07 14:00:00,2019-05-07 16:32:00,2.53,AVE,Turista,47.3,Promo,2019-04-11 21:57:13,5,Martes,14,21,25,Primavera,152.0
MADRID,SEVILLA,2019-05-07 21:25:00,2019-05-08 00:10:00,2.75,AV City,Turista,43.55,Promo,2019-04-11 21:57:13,5,Martes,21,21,25,Primavera,165.0
MADRID,SEVILLA,2019-05-07 08:00:00,2019-05-07 10:32:00,2.53,AVE,Turista,76.3,Flexible,2019-04-11 21:57:13,5,Martes,8,21,25,Primavera,152.0
MADRID,SEVILLA,2019-05-07 09:45:00,2019-05-07 12:27:00,2.7,INTERCITY,Turista,62.2,Flexible,2019-04-11 21:57:13,5,Martes,9,21,25,Primavera,162.0
MADRID,SEVILLA,2019-05-07 11:00:00,2019-05-07 13:32:00,2.53,AVE,Turista,60.3,Promo,2019-04-11 21:57:13,5,Martes,11,21,25,Primavera,152.0
MADRID,SEVILLA,2019-05-07 13:00:00,2019-05-07 15:40:00,2.67,AVE,Turista,47.3,Promo,2019-04-11 21:57:13,5,Martes,13,21,25,Primavera,160.0
MADRID,SEVILLA,2019-05-07 16:00:00,2019-05-07 18:30:00,2.5,AVE,Preferente,69.4,Promo,2019-04-11 21:57:13,5,Martes,16,21,25,Primavera,150.0
MADRID,SEVILLA,2019-05-07 18:00:00,2019-05-07 20:32:00,2.53,AVE,Turista,60.3,Promo,2019-04-11 21:57:13,5,Martes,18,21,25,Primavera,152.0
MADRID,SEVILLA,2019-05-07 19:00:00,2019-05-07 21:38:00,2.63,AVE,Preferente,69.4,Promo,2019-04-11 21:57:13,5,Martes,19,21,25,Primavera,158.0
MADRID,VALENCIA,2019-05-16 18:40:00,2019-05-16 20:20:00,1.67,AVE,Turista,57.75,Promo,2019-04-11 21:57:29,5,Jueves,18,21,34,Primavera,100.0
MADRID,VALENCIA,2019-05-16 06:08:00,2019-05-16 12:55:00,6.78,REGIONAL,Turista,28.35,Adulto ida,2019-04-11 21:57:29,5,Jueves,6,21,34,Primavera,407.0
MADRID,VALENCIA,2019-05-16 21:10:00,2019-05-16 23:03:00,1.88,AVE,Turista,33.65,Promo,2019-04-11 21:57:29,5,Jueves,21,21,34,Primavera,113.0
MADRID,VALENCIA,2019-05-16 06:45:00,2019-05-16 08:38:00,1.88,AVE,Turista,21.95,Promo,2019-04-11 21:57:29,5,Jueves,6,21,34,Primavera,113.0
MADRID,VALENCIA,2019-05-16 15:10:00,2019-05-16 16:52:00,1.7,AVE,Turista,33.65,Promo,2019-04-11 21:57:29,5,Jueves,15,21,34,Primavera,102.0
MADRID,VALENCIA,2019-05-16 07:40:00,2019-05-16 09:20:00,1.67,AVE,Turista,57.75,Promo,2019-04-11 21:57:29,5,Jueves,7,21,34,Primavera,100.0
MADRID,VALENCIA,2019-05-16 12:21:00,2019-05-16 19:04:00,6.72,REGIONAL,Turista,28.35,Adulto ida,2019-04-11 21:57:29,5,Jueves,12,21,34,Primavera,403.0
MADRID,VALENCIA,2019-05-16 09:10:00,2019-05-16 10:58:00,1.8,AVE,Turista,51.15,Promo,2019-04-11 21:57:29,5,Jueves,9,21,34,Primavera,108.0
MADRID,VALENCIA,2019-05-16 16:55:00,2019-05-16 21:58:00,5.05,AVE,Turista,39.25,Promo,2019-04-11 21:57:29,5,Jueves,16,21,34,Primavera,303.0
MADRID,VALENCIA,2019-05-16 09:40:00,2019-05-16 11:24:00,1.73,AVE,Turista,39.45,Promo,2019-04-11 21:57:29,5,Jueves,9,21,34,Primavera,104.0
MADRID,VALENCIA,2019-05-16 11:10:00,2019-05-16 13:25:00,2.25,INTERCITY,Turista,29.9,Promo,2019-04-11 21:57:29,5,Jueves,11,21,34,Primavera,135.0
MADRID,VALENCIA,2019-05-16 10:40:00,2019-05-16 12:20:00,1.67,AVE,Turista,21.95,Promo,2019-04-11 21:57:29,5,Jueves,10,21,34,Primavera,100.0
MADRID,VALENCIA,2019-05-16 20:40:00,2019-05-16 22:24:00,1.73,AVE,Turista,57.75,Promo,2019-04-11 21:57:29,5,Jueves,20,21,34,Primavera,104.0
MADRID,VALENCIA,2019-05-16 11:55:00,2019-05-16 13:35:00,1.67,AVE,Turista,21.95,Promo,2019-04-11 21:57:29,5,Jueves,11,21,34,Primavera,100.0
MADRID,VALENCIA,2019-05-16 12:40:00,2019-05-16 14:20:00,1.67,AVE,Turista,33.65,Promo,2019-04-11 21:57:29,5,Jueves,12,21,34,Primavera,100.0
MADRID,VALENCIA,2019-05-16 17:40:00,2019-05-16 19:20:00,1.67,AVE,Turista,57.75,Promo,2019-04-11 21:57:29,5,Jueves,17,21,34,Primavera,100.0
MADRID,VALENCIA,2019-05-16 14:10:00,2019-05-16 16:03:00,1.88,AVE,Turista,33.65,Promo,2019-04-11 21:57:29,5,Jueves,14,21,34,Primavera,113.0
MADRID,VALENCIA,2019-05-16 19:40:00,2019-05-16 21:29:00,1.82,AVE,Turista,45.3,Promo,2019-04-11 21:57:29,5,Jueves,19,21,34,Primavera,109.0
MADRID,VALENCIA,2019-05-16 15:40:00,2019-05-16 17:22:00,1.7,AVE,Turista,57.75,Promo,2019-04-11 21:57:29,5,Jueves,15,21,34,Primavera,102.0
MADRID,VALENCIA,2019-05-16 16:05:00,2019-05-16 22:47:00,6.7,REGIONAL,Turista,28.35,Adulto ida,2019-04-11 21:57:29,5,Jueves,16,21,34,Primavera,402.0
MADRID,VALENCIA,2019-05-16 17:48:00,2019-05-16 21:58:00,4.17,INTERCITY,Turista,21.45,Promo,2019-04-11 21:57:29,5,Jueves,17,21,34,Primavera,250.0
MADRID,SEVILLA,2019-05-14 14:00:00,2019-05-14 16:32:00,2.53,AVE,Turista,60.3,Promo,2019-04-11 21:57:45,5,Martes,14,21,32,Primavera,152.0
MADRID,BARCELONA,2019-04-15 05:50:00,2019-04-15 08:55:00,3.08,AVE,Turista,66.75,Promo,2019-04-11 21:57:45,4,Lunes,5,21,3,Primavera,185.0
MADRID,BARCELONA,2019-04-15 14:30:00,2019-04-15 17:21:00,2.85,AVE,Turista,107.7,Flexible,2019-04-11 21:57:45,4,Lunes,14,21,3,Primavera,171.0
MADRID,BARCELONA,2019-04-15 06:10:00,2019-04-15 08:40:00,2.5,AVE,Turista,75.4,Promo,2019-04-11 21:57:45,4,Lunes,6,21,3,Primavera,150.0
MADRID,SEVILLA,2019-05-14 15:00:00,2019-05-14 17:21:00,2.35,AVE,Turista,47.3,Promo,2019-04-11 21:57:45,5,Martes,15,21,32,Primavera,141.0
MADRID,BARCELONA,2019-04-15 07:00:00,2019-04-15 09:30:00,2.5,AVE,Turista,100.4,Promo,2019-04-11 21:57:45,4,Lunes,7,21,3,Primavera,150.0
MADRID,BARCELONA,2019-04-15 14:00:00,2019-04-15 16:30:00,2.5,AVE,Turista,100.4,Promo,2019-04-11 21:57:45,4,Lunes,14,21,3,Primavera,150.0
MADRID,BARCELONA,2019-04-15 07:15:00,2019-04-15 16:37:00,9.37,R. EXPRES,Turista,43.25,Adulto ida,2019-04-11 21:57:45,4,Lunes,7,21,3,Primavera,562.0
MADRID,BARCELONA,2019-04-15 08:00:00,2019-04-15 10:30:00,2.5,AVE,Turista,100.4,Promo,2019-04-11 21:57:45,4,Lunes,8,21,3,Primavera,150.0
MADRID,SEVILLA,2019-05-14 16:30:00,2019-05-14 18:51:00,2.35,AVE,Turista,47.3,Promo,2019-04-11 21:57:45,5,Martes,16,21,32,Primavera,141.0
MADRID,BARCELONA,2019-04-15 08:30:00,2019-04-15 11:15:00,2.75,AVE,Turista,107.7,Flexible,2019-04-11 21:57:45,4,Lunes,8,21,3,Primavera,165.0
MADRID,SEVILLA,2019-05-14 09:00:00,2019-05-14 11:38:00,2.63,AVE,Turista,53.4,Promo,2019-04-11 21:57:45,5,Martes,9,21,32,Primavera,158.0
MADRID,SEVILLA,2019-05-14 08:00:00,2019-05-14 10:32:00,2.53,AVE,Turista,76.3,Flexible,2019-04-11 21:57:45,5,Martes,8,21,32,Primavera,152.0
MADRID,BARCELONA,2019-04-15 10:30:00,2019-04-15 13:15:00,2.75,AVE,Turista Plus,90.5,Promo,2019-04-11 21:57:45,4,Lunes,10,21,3,Primavera,165.0
MADRID,BARCELONA,2019-04-15 11:30:00,2019-04-15 14:40:00,3.17,AVE,Turista,107.7,Flexible,2019-04-11 21:57:45,4,Lunes,11,21,3,Primavera,190.0
MADRID,BARCELONA,2019-04-15 12:30:00,2019-04-15 15:30:00,3.0,AVE,Turista,107.7,Flexible,2019-04-11 21:57:45,4,Lunes,12,21,3,Primavera,180.0
MADRID,BARCELONA,2019-04-15 13:25:00,2019-04-15 16:24:00,2.98,AVE,Turista,107.7,Flexible,2019-04-11 21:57:45,4,Lunes,13,21,3,Primavera,179.0
MADRID,BARCELONA,2019-04-15 15:30:00,2019-04-15 18:40:00,3.17,AVE,Turista,107.7,Flexible,2019-04-11 21:57:45,4,Lunes,15,21,3,Primavera,190.0
MADRID,SEVILLA,2019-05-14 17:00:00,2019-05-14 19:38:00,2.63,AVE,Preferente,69.4,Promo,2019-04-11 21:57:45,5,Martes,17,21,32,Primavera,158.0
MADRID,SEVILLA,2019-05-14 21:25:00,2019-05-15 00:10:00,2.75,AV City,Turista,43.55,Promo,2019-04-11 21:57:45,5,Martes,21,21,32,Primavera,165.0
MADRID,BARCELONA,2019-04-15 17:00:00,2019-04-15 19:30:00,2.5,AVE,Preferente,115.65,Promo,2019-04-11 21:57:45,4,Lunes,17,21,3,Primavera,150.0
MADRID,SEVILLA,2019-05-14 06:20:00,2019-05-14 09:16:00,2.93,AV City,Turista,38.55,Promo,2019-04-11 21:57:45,5,Martes,6,21,32,Primavera,176.0
MADRID,BARCELONA,2019-04-15 17:30:00,2019-04-15 20:40:00,3.17,AVE,Turista,75.4,Promo,2019-04-11 21:57:45,4,Lunes,17,21,3,Primavera,190.0
MADRID,BARCELONA,2019-04-15 18:30:00,2019-04-15 21:20:00,2.83,AVE,Turista Plus,90.5,Promo,2019-04-11 21:57:45,4,Lunes,18,21,3,Primavera,170.0
MADRID,SEVILLA,2019-05-14 07:30:00,2019-05-14 09:51:00,2.35,AVE,Turista,60.3,Promo,2019-04-11 21:57:45,5,Martes,7,21,32,Primavera,141.0
MADRID,BARCELONA,2019-04-15 19:00:00,2019-04-15 21:30:00,2.5,AVE,Preferente,115.65,Promo,2019-04-11 21:57:45,4,Lunes,19,21,3,Primavera,150.0
MADRID,SEVILLA,2019-05-14 11:00:00,2019-05-14 13:32:00,2.53,AVE,Turista,53.4,Promo,2019-04-11 21:57:45,5,Martes,11,21,32,Primavera,152.0
MADRID,BARCELONA,2019-04-15 19:30:00,2019-04-15 22:40:00,3.17,AVE,Turista,75.4,Promo,2019-04-11 21:57:45,4,Lunes,19,21,3,Primavera,190.0
MADRID,BARCELONA,2019-04-15 20:30:00,2019-04-15 23:40:00,3.17,AVE,Turista,75.4,Promo,2019-04-11 21:57:45,4,Lunes,20,21,3,Primavera,190.0
MADRID,SEVILLA,2019-05-14 13:00:00,2019-05-14 15:40:00,2.67,AVE,Turista,47.3,Promo,2019-04-11 21:57:45,5,Martes,13,21,32,Primavera,160.0
MADRID,SEVILLA,2019-05-14 07:00:00,2019-05-14 09:32:00,2.53,AVE,Turista,76.3,Flexible,2019-04-11 21:57:45,5,Martes,7,21,32,Primavera,152.0
MADRID,SEVILLA,2019-05-14 18:00:00,2019-05-14 20:32:00,2.53,AVE,Turista,76.3,Flexible,2019-04-11 21:57:45,5,Martes,18,21,32,Primavera,152.0
MADRID,SEVILLA,2019-05-14 10:00:00,2019-05-14 12:32:00,2.53,AVE,Turista,60.3,Promo,2019-04-11 21:57:45,5,Martes,10,21,32,Primavera,152.0
MADRID,SEVILLA,2019-05-14 12:00:00,2019-05-14 14:32:00,2.53,AVE,Turista,53.4,Promo,2019-04-11 21:57:45,5,Martes,12,21,32,Primavera,152.0
MADRID,SEVILLA,2019-05-14 16:00:00,2019-05-14 18:30:00,2.5,AVE,Preferente,69.4,Promo,2019-04-11 21:57:45,5,Martes,16,21,32,Primavera,150.0
MADRID,SEVILLA,2019-05-14 09:45:00,2019-05-14 12:27:00,2.7,INTERCITY,Turista,62.2,Flexible,2019-04-11 21:57:45,5,Martes,9,21,32,Primavera,162.0
MADRID,SEVILLA,2019-05-14 13:30:00,2019-05-14 16:05:00,2.58,ALVIA,Preferente,52.45,Promo,2019-04-11 21:57:45,5,Martes,13,21,32,Primavera,155.0
MADRID,SEVILLA,2019-05-14 18:35:00,2019-05-14 21:08:00,2.55,ALVIA,Turista,67.2,Flexible,2019-04-11 21:57:45,5,Martes,18,21,32,Primavera,153.0
MADRID,SEVILLA,2019-05-14 19:00:00,2019-05-14 21:38:00,2.63,AVE,Turista,53.4,Promo,2019-04-11 21:57:45,5,Martes,19,21,32,Primavera,158.0
MADRID,SEVILLA,2019-05-14 20:35:00,2019-05-14 23:15:00,2.67,AVE,Turista,53.4,Promo,2019-04-11 21:57:45,5,Martes,20,21,32,Primavera,160.0
MADRID,SEVILLA,2019-04-16 18:00:00,2019-04-16 20:32:00,2.53,AVE,Turista Plus,64.05,Promo,2019-04-11 21:58:01,4,Martes,18,21,4,Primavera,152.0
MADRID,VALENCIA,2019-04-18 06:20:00,2019-04-18 12:55:00,6.58,REGIONAL,Turista,28.35,Adulto ida,2019-04-11 21:58:01,4,Jueves,6,21,6,Primavera,395.0
MADRID,VALENCIA,2019-04-18 08:40:00,2019-04-18 10:33:00,1.88,AVE,Preferente,97.35,Promo,2019-04-11 21:58:01,4,Jueves,8,21,6,Primavera,113.0
MADRID,SEVILLA,2019-04-16 12:00:00,2019-04-16 14:32:00,2.53,AVE,Preferente,69.4,Promo,2019-04-11 21:58:01,4,Martes,12,21,4,Primavera,152.0
MADRID,VALENCIA,2019-04-18 09:40:00,2019-04-18 11:24:00,1.73,AVE,Turista,73.1,Flexible,2019-04-11 21:58:01,4,Jueves,9,21,6,Primavera,104.0
MADRID,VALENCIA,2019-04-18 10:40:00,2019-04-18 12:20:00,1.67,AVE,Turista,73.1,Flexible,2019-04-11 21:58:01,4,Jueves,10,21,6,Primavera,100.0
MADRID,VALENCIA,2019-04-18 11:10:00,2019-04-18 13:25:00,2.25,INTERCITY,Turista,55.4,Flexible,2019-04-11 21:58:01,4,Jueves,11,21,6,Primavera,135.0
MADRID,VALENCIA,2019-04-18 20:40:00,2019-04-18 22:24:00,1.73,AVE,Turista,45.3,Promo,2019-04-11 21:58:01,4,Jueves,20,21,6,Primavera,104.0
MADRID,VALENCIA,2019-04-18 11:55:00,2019-04-18 13:35:00,1.67,AVE,Preferente,97.35,Promo,2019-04-11 21:58:01,4,Jueves,11,21,6,Primavera,100.0
MADRID,SEVILLA,2019-04-16 14:00:00,2019-04-16 16:32:00,2.53,AVE,Turista,60.3,Promo,2019-04-11 21:58:01,4,Martes,14,21,4,Primavera,152.0
MADRID,VALENCIA,2019-04-18 12:40:00,2019-04-18 14:20:00,1.67,AVE,Preferente,66.55,Promo,2019-04-11 21:58:01,4,Jueves,12,21,6,Primavera,100.0
MADRID,SEVILLA,2019-04-16 11:05:00,2019-04-16 13:41:00,2.6,ALVIA,Turista,67.2,Flexible,2019-04-11 21:58:01,4,Martes,11,21,4,Primavera,156.0
MADRID,VALENCIA,2019-04-18 12:42:00,2019-04-18 19:04:00,6.37,REGIONAL,Turista,28.35,Adulto ida,2019-04-11 21:58:01,4,Jueves,12,21,6,Primavera,382.0
