id,company,origin,destination,departure,arrival,duration,vehicle_type,vehicle_class,price,fare,seats,meta,insert_date
1171,renfe,MADRID,BARCELONA,2019-04-24 20:00:00,2019-04-24 22:30:00,2.5,AVE,Turista,88.95,Promo,,{},2019-04-11 21:53:31
1172,renfe,MADRID,BARCELONA,2019-04-24 20:30:00,2019-04-24 23:40:00,3.17,AVE,Turista Plus,90.5,Promo,,{},2019-04-11 21:53:31
1173,renfe,MADRID,BARCELONA,2019-04-24 21:25:00,2019-04-24 23:55:00,2.5,AVE,Turista,58.15,Promo,,{},2019-04-11 21:53:31
1174,renfe,MADRID,BARCELONA,2019-05-21 08:00:00,2019-05-21 10:30:00,2.5,AVE,Turista,100.4,Promo,,{},2019-04-11 21:53:31
1175,renfe,MADRID,BARCELONA,2019-04-24 14:30:00,2019-04-24 17:21:00,2.85,AVE,Turista,85.1,Promo,,{},2019-04-11 21:53:31
1176,renfe,MADRID,BARCELONA,2019-04-24 18:30:00,2019-04-24 21:20:00,2.83,AVE,Turista,107.7,Flexible,,{},2019-04-11 21:53:31
1177,renfe,MADRID,BARCELONA,2019-04-24 21:25:00,2019-04-24 23:55:00,2.5,AVE,Turista,58.15,Promo,,{},2019-04-11 21:53:31
1178,renfe,MADRID,BARCELONA,2019-04-24 18:00:00,2019-04-24 20:30:00,2.5,AVE,Turista,127.1,Flexible,,{},2019-04-11 21:53:31
1179,renfe,MADRID,BARCELONA,2019-04-24 12:30:00,2019-04-24 15:30:00,3.0,AVE,Turista,66.75,Promo,,{},2019-04-11 21:53:31
1180,renfe,MADRID,BARCELONA,2019-05-21 13:25:00,2019-05-21 16:24:00,2.98,AVE-TGV,Turista,58.15,Promo,,{},2019-04-11 21:53:31
1181,renfe,MADRID,BARCELONA,2019-04-24 13:25:00,2019-04-24 16:24:00,2.98,AVE-TGV,Turista Plus,90.5,Promo,,{},2019-04-11 21:53:31
1182,renfe,MADRID,BARCELONA,2019-05-21 07:30:00,2019-05-21 10:40:00,3.17,AVE,Turista,85.1,Promo,,{},2019-04-11 21:53:31
1183,renfe,MADRID,BARCELONA,2019-05-21 17:30:00,2019-05-21 20:40:00,3.17,AVE,Turista Plus,80.15,Promo,,{},2019-04-11 21:53:31
1184,renfe,MADRID,BARCELONA,2019-04-24 15:00:00,2019-04-24 17:30:00,2.5,AVE,Turista Plus,70.15,Promo,,{},2019-04-11 21:53:31
1185,renfe,MADRID,BARCELONA,2019-04-24 08:30:00,2019-04-24 11:15:00,2.75,AVE,Turista,75.4,Promo,,{},2019-04-11 21:53:31
1186,renfe,MADRID,BARCELONA,2019-04-24 15:30:00,2019-04-24 18:40:00,3.17,AVE,Turista Plus,90.5,Promo,,{},2019-04-11 21:53:31
1187,renfe,MADRID,SEVILLA,2019-05-04 20:35:00,2019-05-04 23:15:00,2.67,AVE,Preferente,61.45,Promo,,{},2019-04-11 21:53:47
1188,renfe,MADRID,VALENCIA,2019-04-30 06:08:00,2019-04-30 12:55:00,6.78,REGIONAL,Turista,28.35,Adulto ida,,{},2019-04-11 21:53:47
1189,renfe,MADRID,SEVILLA,2019-05-04 08:30:00,2019-05-04 11:14:00,2.73,ALVIA,Turista,,Flexible,,{},2019-04-11 21:53:47
1190,renfe,MADRID,VALENCIA,2019-04-30 07:40:00,2019-04-30 09:20:00,1.67,AVE,Turista,57.75,Promo,,{},2019-04-11 21:53:47
1191,renfe,MADRID,VALENCIA,2019-04-30 10:40:00,2019-04-30 12:20:00,1.67,AVE,Turista,39.45,Promo,,{},2019-04-11 21:53:47
1192,renfe,MADRID,VALENCIA,2019-04-30 08:40:00,2019-04-30 10:33:00,1.88,AVE,Turista,45.3,Promo,,{},2019-04-11 21:53:47
1193,renfe,MADRID,VALENCIA,2019-04-30 15:40:00,2019-04-30 17:22:00,1.7,AVE,Turista,51.15,Promo,,{},2019-04-11 21:53:47
1194,renfe,MADRID,VALENCIA,2019-04-30 09:40:00,2019-04-30 11:24:00,1.73,AVE,Turista,39.45,Promo,,{},2019-04-11 21:53:47
1195,renfe,MADRID,VALENCIA,2019-04-30 19:40:00,2019-04-30 21:29:00,1.82,AVE,Turista,73.1,Flexible,,{},2019-04-11 21:53:47
1196,renfe,MADRID,VALENCIA,2019-04-30 10:40:00,2019-04-30 12:20:00,1.67,AVE,Turista,39.45,Promo,,{},2019-04-11 21:53:47
1197,renfe,MADRID,SEVILLA,2019-05-04 08:00:00,2019-05-04 10:32:00,2.53,AVE,Preferente,61.45,Promo,,{},2019-04-11 21:53:47
1198,renfe,MADRID,VALENCIA,2019-04-30 11:10:00,2019-04-30 13:25:00,2.25,INTERCITY,Turista,29.9,Promo,,{},2019-04-11 21:53:47
1199,renfe,MADRID,VALENCIA,2019-04-30 16:45:00,2019-04-30 18:50:00,2.08,ALVIA,Turista,,Flexible,,{},2019-04-11 21:53:47
1200,renfe,MADRID,VALENCIA,2019-04-30 11:55:00,2019-04-30 13:35:00,1.67,AVE,Turista,33.65,Promo,,{},2019-04-11 21:53:47
1201,renfe,MADRID,VALENCIA,2019-04-30 06:08:00,2019-04-30 12:55:00,6.78,REGIONAL,Turista,28.35,Adulto ida,,{},2019-04-11 21:53:47
1202,renfe,MADRID,VALENCIA,2019-04-30 12:21:00,2019-04-30 19:04:00,6.72,REGIONAL,Turista,28.35,Adulto ida,,{},2019-04-11 21:53:47
1203,renfe,MADRID,VALENCIA,2019-04-30 16:55:00,2019-04-30 21:58:00,5.05,AVE-LD,Turista,,Promo,,{},2019-04-11 21:53:47
1204,renfe,MADRID,VALENCIA,2019-04-30 12:40:00,2019-04-30 14:20:00,1.67,AVE,Turista,33.65,Promo,,{},2019-04-11 21:53:47
1205,renfe,MADRID,VALENCIA,2019-04-30 18:40:00,2019-04-30 20:20:00,1.67,AVE,Turista,57.75,Promo,,{},2019-04-11 21:53:47
1206,renfe,MADRID,VALENCIA,2019-04-30 14:10:00,2019-04-30 16:03:00,1.88,AVE,Turista,33.65,Promo,,{},2019-04-11 21:53:47
1207,renfe,MADRID,SEVILLA,2019-05-04 14:00:00,2019-05-04 16:32:00,2.53,AVE,Turista,76.3,Flexible,,{},2019-04-11 21:53:47
1208,renfe,MADRID,VALENCIA,2019-04-30 15:10:00,2019-04-30 17:20:00,2.17,INTERCITY,Turista,38.8,Promo,,{},2019-04-11 21:53:47
1209,renfe,MADRID,SEVILLA,2019-05-04 11:00:00,2019-05-04 13:32:00,2.53,AVE,Turista con enlace,,Promo +,,{},2019-04-11 21:53:47
1210,renfe,MADRID,VALENCIA,2019-04-30 15:10:00,2019-04-30 17:20:00,2.17,INTERCITY,Turista,43.75,Promo,,{},2019-04-11 21:53:47
1211,renfe,MADRID,SEVILLA,2019-05-04 13:10:00,2019-05-04 20:51:00,7.68,MD-LD,Turista con enlace,34.35,Promo +,,{},2019-04-11 21:53:47
1212,renfe,MADRID,VALENCIA,2019-04-30 15:30:00,2019-04-30 22:31:00,7.02,AVE-MD,Turista con enlace,53.25,Promo +,,{},2019-04-11 21:53:47
1213,renfe,MADRID,SEVILLA,2019-05-04 21:25:00,2019-05-05 00:10:00,2.75,AV City,Turista,49.15,Promo,,{},2019-04-11 21:53:47
1214,renfe,MADRID,VALENCIA,2019-04-30 15:40:00,2019-04-30 17:22:00,1.7,AVE,Turista,51.15,Promo,,{},2019-04-11 21:53:47
1215,renfe,MADRID,VALENCIA,2019-04-30 07:40:00,2019-04-30 09:20:00,1.67,AVE,Turista,57.75,Promo,,{},2019-04-11 21:53:47
1216,renfe,MADRID,VALENCIA,2019-04-30 16:05:00,2019-04-30 22:47:00,6.7,REGIONAL,Turista,28.35,Adulto ida,,{},2019-04-11 21:53:47
1217,renfe,MADRID,SEVILLA,2019-05-04 09:45:00,2019-05-04 12:27:00,2.7,INTERCITY,Turista,62.2,Flexible,,{},2019-04-11 21:53:47
1218,renfe,MADRID,VALENCIA,2019-04-30 16:45:00,2019-04-30 18:50:00,2.08,ALVIA,Turista,,Flexible,,{},2019-04-11 21:53:47
1219,renfe,MADRID,SEVILLA,2019-05-04 09:00:00,2019-05-04 11:38:00,2.63,AVE,Turista,76.3,Flexible,,{},2019-04-11 21:53:47
1220,renfe,MADRID,VALENCIA,2019-04-30 16:55:00,2019-04-30 21:58:00,5.05,AVE-LD,Turista,,Promo,,{},2019-04-11 21:53:47
1221,renfe,MADRID,SEVILLA,2019-05-04 16:00:00,2019-05-04 18:30:00,2.5,AVE,Turista,76.3,Flexible,,{},2019-04-11 21:53:47
1222,renfe,MADRID,VALENCIA,2019-04-30 17:40:00,2019-04-30 19:20:00,1.67,AVE,Turista,57.75,Promo,,{},2019-04-11 21:53:47
1223,renfe,MADRID,VALENCIA,2019-04-30 16:05:00,2019-04-30 22:47:00,6.7,REGIONAL,Turista,28.35,Adulto ida,,{},2019-04-11 21:53:47
1224,renfe,MADRID,VALENCIA,2019-04-30 17:48:00,2019-04-30 21:58:00,4.17,INTERCITY,Turista,42.9,Flexible,,{},2019-04-11 21:53:47
1225,renfe,MADRID,VALENCIA,2019-04-30 17:40:00,2019-04-30 19:20:00,1.67,AVE,Turista,57.75,Promo,,{},2019-04-11 21:53:47
1226,renfe,MADRID,VALENCIA,2019-04-30 18:10:00,2019-04-30 19:50:00,1.67,AVE,Turista,57.75,Promo,,{},2019-04-11 21:53:47
1227,renfe,MADRID,VALENCIA,2019-04-30 17:48:00,2019-04-30 21:58:00,4.17,INTERCITY,Turista,42.9,Flexible,,{},2019-04-11 21:53:47
1228,renfe,MADRID,VALENCIA,2019-04-30 18:40:00,2019-04-30 20:20:00,1.67,AVE,Turista,57.75,Promo,,{},2019-04-11 21:53:47
1229,renfe,MADRID,VALENCIA,2019-04-30 11:55:00,2019-04-30 13:35:00,1.67,AVE,Turista,33.65,Promo,,{},2019-04-11 21:53:47
1230,renfe,MADRID,VALENCIA,2019-04-30 19:40:00,2019-04-30 21:29:00,1.82,AVE,Turista,73.1,Flexible,,{},2019-04-11 21:53:47
1231,renfe,MADRID,VALENCIA,2019-04-30 15:10:00,2019-04-30 17:20:00,2.17,INTERCITY,Turista,43.75,Promo,,{},2019-04-11 21:53:47
1232,renfe,MADRID,VALENCIA,2019-04-30 20:40:00,2019-04-30 22:24:00,1.73,AVE,Preferente,66.55,Promo,,{},2019-04-11 21:53:47
1233,renfe,MADRID,VALENCIA,2019-04-30 20:40:00,2019-04-30 22:24:00,1.73,AVE,Preferente,66.55,Promo,,{},2019-04-11 21:53:47
1234,renfe,MADRID,VALENCIA,2019-04-30 21:10:00,2019-04-30 23:03:00,1.88,AVE,Preferente,66.55,Promo,,{},2019-04-11 21:53:47
1235,renfe,MADRID,SEVILLA,2019-05-04 13:30:00,2019-05-04 16:05:00,2.58,ALVIA,Turista,,Flexible,,{},2019-04-11 21:53:47
1236,renfe,MADRID,SEVILLA,2019-05-04 07:00:00,2019-05-04 09:55:00,2.92,AV City,Turista Plus,58.95,Promo,,{},2019-04-11 21:53:47
1237,renfe,MADRID,SEVILLA,2019-05-04 18:00:00,2019-05-04 20:32:00,2.53,AVE,Turista,76.3,Flexible,,{},2019-04-11 21:53:47
1238,renfe,MADRID,SEVILLA,2019-05-04 08:00:00,2019-05-04 10:32:00,2.53,AVE,Preferente,61.45,Promo,,{},2019-04-11 21:53:47
1239,renfe,MADRID,VALENCIA,2019-04-30 21:10:00,2019-04-30 23:03:00,1.88,AVE,Preferente,66.55,Promo,,{},2019-04-11 21:53:47
1240,renfe,MADRID,SEVILLA,2019-05-04 08:30:00,2019-05-04 11:14:00,2.73,ALVIA,Turista,,Flexible,,{},2019-04-11 21:53:47
1241,renfe,MADRID,SEVILLA,2019-05-04 09:00:00,2019-05-04 11:38:00,2.63,AVE,Turista,76.3,Flexible,,{},2019-04-11 21:53:47
1242,renfe,MADRID,SEVILLA,2019-05-04 09:45:00,2019-05-04 12:27:00,2.7,INTERCITY,Turista,62.2,Flexible,,{},2019-04-11 21:53:47
1243,renfe,MADRID,SEVILLA,2019-05-04 10:00:00,2019-05-04 12:32:00,2.53,AVE,Turista con enlace,,Promo +,,{},2019-04-11 21:53:47
1244,renfe,MADRID,SEVILLA,2019-05-04 11:00:00,2019-05-04 13:32:00,2.53,AVE,Turista con enlace,,Promo +,,{},2019-04-11 21:53:47
1245,renfe,MADRID,SEVILLA,2019-05-04 11:05:00,2019-05-04 13:41:00,2.6,ALVIA,Turista con enlace,,Promo +,,{},2019-04-11 21:53:47
1246,renfe,MADRID,SEVILLA,2019-05-04 12:00:00,2019-05-04 14:32:00,2.53,AVE,Turista con enlace,,Promo +,,{},2019-04-11 21:53:47
1247,renfe,MADRID,SEVILLA,2019-05-04 13:10:00,2019-05-04 20:51:00,7.68,MD-LD,Turista con enlace,34.35,Promo +,,{},2019-04-11 21:53:47
1248,renfe,MADRID,SEVILLA,2019-05-04 13:30:00,2019-05-04 16:05:00,2.58,ALVIA,Turista,,Flexible,,{},2019-04-11 21:53:47
1249,renfe,MADRID,SEVILLA,2019-05-04 14:00:00,2019-05-04 16:32:00,2.53,AVE,Turista,76.3,Flexible,,{},2019-04-11 21:53:47
1250,renfe,MADRID,SEVILLA,2019-05-04 16:00:00,2019-05-04 18:30:00,2.5,AVE,Turista,76.3,Flexible,,{},2019-04-11 21:53:47
1251,renfe,MADRID,SEVILLA,2019-05-04 17:00:00,2019-05-04 19:38:00,2.63,AVE,Turista,76.3,Flexible,,{},2019-04-11 21:53:47
1252,renfe,MADRID,SEVILLA,2019-05-04 18:00:00,2019-05-04 20:32:00,2.53,AVE,Turista,76.3,Flexible,,{},2019-04-11 21:53:47
1253,renfe,MADRID,SEVILLA,2019-05-04 19:00:00,2019-05-04 21:38:00,2.63,AVE,Preferente,61.45,Promo,,{},2019-04-11 21:53:47
1254,renfe,MADRID,SEVILLA,2019-05-04 20:35:00,2019-05-04 23:15:00,2.67,AVE,Preferente,61.45,Promo,,{},2019-04-11 21:53:47
1255,renfe,MADRID,SEVILLA,2019-05-04 21:25:00,2019-05-05 00:10:00,2.75,AV City,Turista,49.15,Promo,,{},2019-04-11 21:53:47
1256,renfe,MADRID,SEVILLA,2019-05-04 10:00:00,2019-05-04 12:32:00,2.53,AVE,Turista con enlace,,Promo +,,{},2019-04-11 21:53:47
1257,renfe,MADRID,VALENCIA,2019-04-30 18:10:00,2019-04-30 19:50:00,1.67,AVE,Turista,57.75,Promo,,{},2019-04-11 21:53:47
1258,renfe,MADRID,SEVILLA,2019-05-04 19:00:00,2019-05-04 21:38:00,2.63,AVE,Preferente,61.45,Promo,,{},2019-04-11 21:53:47
1259,renfe,MADRID,VALENCIA,2019-04-30 09:40:00,2019-04-30 11:24:00,1.73,AVE,Turista,39.45,Promo,,{},2019-04-11 21:53:47
1260,renfe,MADRID,VALENCIA,2019-04-30 08:40:00,2019-04-30 10:33:00,1.88,AVE,Turista,45.3,Promo,,{},2019-04-11 21:53:47
1261,renfe,MADRID,SEVILLA,2019-05-04 12:00:00,2019-05-04 14:32:00,2.53,AVE,Turista con enlace,,Promo +,,{},2019-04-11 21:53:47
1262,renfe,MADRID,VALENCIA,2019-04-30 15:30:00,2019-04-30 22:31:00,7.02,AVE-MD,Turista con enlace,53.25,Promo +,,{},2019-04-11 21:53:47
1263,renfe,MADRID,VALENCIA,2019-04-30 12:40:00,2019-04-30 14:20:00,1.67,AVE,Turista,33.65,Promo,,{},2019-04-11 21:53:47
1264,renfe,MADRID,VALENCIA,2019-04-30 12:21:00,2019-04-30 19:04:00,6.72,REGIONAL,Turista,28.35,Adulto ida,,{},2019-04-11 21:53:47
1265,renfe,MADRID,VALENCIA,2019-04-30 15:10:00,2019-04-30 17:20:00,2.17,INTERCITY,Turista,38.8,Promo,,{},2019-04-11 21:53:47
1266,renfe,MADRID,SEVILLA,2019-05-04 11:05:00,2019-05-04 13:41:00,2.6,ALVIA,Turista con enlace,,Promo +,,{},2019-04-11 21:53:47
1267,renfe,MADRID,VALENCIA,2019-04-30 11:10:00,2019-04-30 13:25:00,2.25,INTERCITY,Turista,29.9,Promo,,{},2019-04-11 21:53:47
1268,renfe,MADRID,SEVILLA,2019-05-04 07:00:00,2019-05-04 09:55:00,2.92,AV City,Turista Plus,58.95,Promo,,{},2019-04-11 21:53:47
1269,renfe,MADRID,VALENCIA,2019-04-30 14:10:00,2019-04-30 16:03:00,1.88,AVE,Turista,33.65,Promo,,{},2019-04-11 21:53:47
1270,renfe,MADRID,SEVILLA,2019-05-04 17:00:00,2019-05-04 19:38:00,2.63,AVE,Turista,76.3,Flexible,,{},2019-04-11 21:53:47
1271,renfe,MADRID,VALENCIA,2019-05-01 11:10:00,2019-05-01 13:25:00,2.25,INTERCITY,Preferente,,Promo,,{},2019-04-11 21:54:01
1272,renfe,MADRID,VALENCIA,2019-05-01 06:20:00,2019-05-01 12:55:00,6.58,REGIONAL,Turista,28.35,Adulto ida,,{},2019-04-11 21:54:01
1273,renfe,MADRID,SEVILLA,2019-05-19 14:00:00,2019-05-19 16:32:00,2.53,AVE,Turista,53.4,Promo,,{},2019-04-11 21:54:01
1274,renfe,MADRID,VALENCIA,2019-05-01 08:40:00,2019-05-01 10:33:00,1.88,AVE,Preferente,66.55,Promo,,{},2019-04-11 21:54:01
1275,renfe,MADRID,VALENCIA,2019-05-01 10:40:00,2019-05-01 12:20:00,1.67,AVE,Preferente,66.55,Promo,,{},2019-04-11 21:54:01
1276,renfe,MADRID,VALENCIA,2019-05-01 09:40:00,2019-05-01 11:24:00,1.73,AVE,Preferente,66.55,Promo,,{},2019-04-11 21:54:01
1277,renfe,MADRID,SEVILLA,2019-05-19 09:00:00,2019-05-19 11:38:00,2.63,AVE,Turista,76.3,Flexible,,{},2019-04-11 21:54:01
1278,renfe,MADRID,VALENCIA,2019-05-01 10:40:00,2019-05-01 12:20:00,1.67,AVE,Preferente,66.55,Promo,,{},2019-04-11 21:54:01
1279,renfe,MADRID,SEVILLA,2019-05-19 18:35:00,2019-05-19 21:08:00,2.55,ALVIA,Preferente,,Promo,,{},2019-04-11 21:54:01
1280,renfe,MADRID,VALENCIA,2019-05-01 11:10:00,2019-05-01 13:25:00,2.25,INTERCITY,Preferente,,Promo,,{},2019-04-11 21:54:01
1281,renfe,MADRID,VALENCIA,2019-05-01 09:40:00,2019-05-01 11:24:00,1.73,AVE,Preferente,66.55,Promo,,{},2019-04-11 21:54:01
1282,renfe,MADRID,VALENCIA,2019-05-01 12:40:00,2019-05-01 14:20:00,1.67,AVE,Preferente,56.65,Promo,,{},2019-04-11 21:54:01
1283,renfe,MADRID,SEVILLA,2019-05-19 11:05:00,2019-05-19 13:41:00,2.6,ALVIA,Turista,,Promo,,{},2019-04-11 21:54:01
1284,renfe,MADRID,VALENCIA,2019-05-01 12:42:00,2019-05-01 19:04:00,6.37,REGIONAL,Turista,28.35,Adulto ida,,{},2019-04-11 21:54:01
1285,renfe,MADRID,VALENCIA,2019-05-01 21:10:00,2019-05-01 23:03:00,1.88,AVE,Turista,33.65,Promo,,{},2019-04-11 21:54:01
1286,renfe,MADRID,VALENCIA,2019-05-01 14:10:00,2019-05-01 16:03:00,1.88,AVE,Turista,45.3,Promo,,{},2019-04-11 21:54:01
1287,renfe,MADRID,SEVILLA,2019-05-19 19:30:00,2019-05-19 22:05:00,2.58,AVE,Preferente,69.4,Promo,,{},2019-04-11 21:54:01
1288,renfe,MADRID,VALENCIA,2019-05-01 15:30:00,2019-05-01 22:31:00,7.02,AVE-MD,Turista con enlace,,Flexible,,{},2019-04-11 21:54:01
1289,renfe,MADRID,VALENCIA,2019-05-01 14:10:00,2019-05-01 16:03:00,1.88,AVE,Turista,45.3,Promo,,{},2019-04-11 21:54:01
1290,renfe,MADRID,VALENCIA,2019-05-01 15:40:00,2019-05-01 17:22:00,1.7,AVE,Turista,45.3,Promo,,{},2019-04-11 21:54:01
1291,renfe,MADRID,SEVILLA,2019-05-19 11:00:00,2019-05-19 13:32:00,2.53,AVE,Turista,60.3,Promo,,{},2019-04-11 21:54:01
1292,renfe,MADRID,VALENCIA,2019-05-01 16:30:00,2019-05-01 22:47:00,6.28,REGIONAL,Turista,28.35,Adulto ida,,{},2019-04-11 21:54:01
1293,renfe,MADRID,VALENCIA,2019-05-01 16:45:00,2019-05-01 18:50:00,2.08,ALVIA,Preferente,46.15,Promo,,{},2019-04-11 21:54:01
1294,renfe,MADRID,VALENCIA,2019-05-01 16:45:00,2019-05-01 18:50:00,2.08,ALVIA,Preferente,46.15,Promo,,{},2019-04-11 21:54:01
1295,renfe,MADRID,VALENCIA,2019-05-01 16:30:00,2019-05-01 22:47:00,6.28,REGIONAL,Turista,28.35,Adulto ida,,{},2019-04-11 21:54:01
1296,renfe,MADRID,VALENCIA,2019-05-01 17:40:00,2019-05-01 19:20:00,1.67,AVE,Turista,51.15,Promo,,{},2019-04-11 21:54:01
1297,renfe,MADRID,VALENCIA,2019-05-01 19:40:00,2019-05-01 21:29:00,1.82,AVE,Turista,45.3,Promo,,{},2019-04-11 21:54:01
1298,renfe,MADRID,VALENCIA,2019-05-01 18:40:00,2019-05-01 20:20:00,1.67,AVE,Turista,45.3,Promo,,{},2019-04-11 21:54:01
1299,renfe,MADRID,VALENCIA,2019-05-01 12:40:00,2019-05-01 14:20:00,1.67,AVE,Preferente,56.65,Promo,,{},2019-04-11 21:54:01
1300,renfe,MADRID,VALENCIA,2019-05-01 19:40:00,2019-05-01 21:29:00,1.82,AVE,Turista,45.3,Promo,,{},2019-04-11 21:54:01
1301,renfe,MADRID,VALENCIA,2019-05-01 15:30:00,2019-05-01 22:31:00,7.02,AVE-MD,Turista con enlace,,Flexible,,{},2019-04-11 21:54:01
1302,renfe,MADRID,VALENCIA,2019-05-01 20:40:00,2019-05-01 22:24:00,1.73,AVE,Turista,33.65,Promo,,{},2019-04-11 21:54:01
1303,renfe,MADRID,SEVILLA,2019-05-19 17:00:00,2019-05-19 19:38:00,2.63,AVE,Preferente,69.4,Promo,,{},2019-04-11 21:54:01
1304,renfe,MADRID,VALENCIA,2019-05-01 21:10:00,2019-05-01 23:03:00,1.88,AVE,Turista,33.65,Promo,,{},2019-04-11 21:54:01
1305,renfe,MADRID,SEVILLA,2019-05-19 13:00:00,2019-05-19 15:40:00,2.67,AVE,Turista,53.4,Promo,,{},2019-04-11 21:54:01
1306,renfe,MADRID,SEVILLA,2019-05-19 07:00:00,2019-05-19 09:55:00,2.92,AV City,Turista,43.55,Promo,,{},2019-04-11 21:54:01
1307,renfe,MADRID,SEVILLA,2019-05-19 19:00:00,2019-05-19 21:38:00,2.63,AVE,Preferente,69.4,Promo,,{},2019-04-11 21:54:01
1308,renfe,MADRID,SEVILLA,2019-05-19 08:30:00,2019-05-19 11:14:00,2.73,ALVIA,Turista,,Flexible,,{},2019-04-11 21:54:01
1309,renfe,MADRID,SEVILLA,2019-05-19 20:35:00,2019-05-19 23:15:00,2.67,AVE,Turista,60.3,Promo,,{},2019-04-11 21:54:01
1310,renfe,MADRID,SEVILLA,2019-05-19 09:00:00,2019-05-19 11:38:00,2.63,AVE,Turista,76.3,Flexible,,{},2019-04-11 21:54:01
1311,renfe,MADRID,VALENCIA,2019-05-01 08:40:00,2019-05-01 10:33:00,1.88,AVE,Preferente,66.55,Promo,,{},2019-04-11 21:54:01
1312,renfe,MADRID,SEVILLA,2019-05-19 11:00:00,2019-05-19 13:32:00,2.53,AVE,Turista,60.3,Promo,,{},2019-04-11 21:54:01
1313,renfe,MADRID,VALENCIA,2019-05-01 17:40:00,2019-05-01 19:20:00,1.67,AVE,Turista,51.15,Promo,,{},2019-04-11 21:54:01
1314,renfe,MADRID,SEVILLA,2019-05-19 11:05:00,2019-05-19 13:41:00,2.6,ALVIA,Turista,,Promo,,{},2019-04-11 21:54:01
1315,renfe,MADRID,SEVILLA,2019-05-19 16:00:00,2019-05-19 18:30:00,2.5,AVE,Preferente,69.4,Promo,,{},2019-04-11 21:54:01
1316,renfe,MADRID,SEVILLA,2019-05-19 12:00:00,2019-05-19 14:32:00,2.53,AVE,Turista,53.4,Promo,,{},2019-04-11 21:54:01
1317,renfe,MADRID,VALENCIA,2019-05-01 18:40:00,2019-05-01 20:20:00,1.67,AVE,Turista,45.3,Promo,,{},2019-04-11 21:54:01
1318,renfe,MADRID,SEVILLA,2019-05-19 13:00:00,2019-05-19 15:40:00,2.67,AVE,Turista,53.4,Promo,,{},2019-04-11 21:54:01
1319,renfe,MADRID,SEVILLA,2019-05-19 13:30:00,2019-05-19 16:05:00,2.58,ALVIA,Turista,,Promo,,{},2019-04-11 21:54:01
1320,renfe,MADRID,SEVILLA,2019-05-19 13:10:00,2019-05-19 20:51:00,7.68,MD-LD,Turista,,Promo,,{},2019-04-11 21:54:01
1321,renfe,MADRID,SEVILLA,2019-05-19 12:00:00,2019-05-19 14:32:00,2.53,AVE,Turista,53.4,Promo,,{},2019-04-11 21:54:01
1322,renfe,MADRID,SEVILLA,2019-05-19 13:30:00,2019-05-19 16:05:00,2.58,ALVIA,Turista,,Promo,,{},2019-04-11 21:54:01
1323,renfe,MADRID,VALENCIA,2019-05-01 15:40:00,2019-05-01 17:22:00,1.7,AVE,Turista,45.3,Promo,,{},2019-04-11 21:54:01
1324,renfe,MADRID,SEVILLA,2019-05-19 14:00:00,2019-05-19 16:32:00,2.53,AVE,Turista,53.4,Promo,,{},2019-04-11 21:54:01
1325,renfe,MADRID,VALENCIA,2019-05-01 20:40:00,2019-05-01 22:24:00,1.73,AVE,Turista,33.65,Promo,,{},2019-04-11 21:54:01
1326,renfe,MADRID,SEVILLA,2019-05-19 15:00:00,2019-05-19 17:21:00,2.35,AVE,Turista,76.3,Flexible,,{},2019-04-11 21:54:01
1327,renfe,MADRID,SEVILLA,2019-05-19 07:00:00,2019-05-19 09:55:00,2.92,AV City,Turista,43.55,Promo,,{},2019-04-11 21:54:01
1328,renfe,MADRID,SEVILLA,2019-05-19 16:00:00,2019-05-19 18:30:00,2.5,AVE,Preferente,69.4,Promo,,{},2019-04-11 21:54:01
1329,renfe,MADRID,SEVILLA,2019-05-19 16:30:00,2019-05-19 18:51:00,2.35,AVE,Preferente,69.4,Promo,,{},2019-04-11 21:54:01
1330,renfe,MADRID,SEVILLA,2019-05-19 17:00:00,2019-05-19 19:38:00,2.63,AVE,Preferente,69.4,Promo,,{},2019-04-11 21:54:01
1331,renfe,MADRID,SEVILLA,2019-05-19 18:00:00,2019-05-19 20:32:00,2.53,AVE,Turista,76.3,Flexible,,{},2019-04-11 21:54:01
1332,renfe,MADRID,SEVILLA,2019-05-19 18:35:00,2019-05-19 21:08:00,2.55,ALVIA,Preferente,,Promo,,{},2019-04-11 21:54:01
1333,renfe,MADRID,SEVILLA,2019-05-19 19:00:00,2019-05-19 21:38:00,2.63,AVE,Preferente,69.4,Promo,,{},2019-04-11 21:54:01
1334,renfe,MADRID,SEVILLA,2019-05-19 19:30:00,2019-05-19 22:05:00,2.58,AVE,Preferente,69.4,Promo,,{},2019-04-11 21:54:01
1335,renfe,MADRID,SEVILLA,2019-05-19 20:00:00,2019-05-19 22:21:00,2.35,AVE,Turista Plus,64.05,Promo,,{},2019-04-11 21:54:01
1336,renfe,MADRID,SEVILLA,2019-05-19 20:35:00,2019-05-19 23:15:00,2.67,AVE,Turista,60.3,Promo,,{},2019-04-11 21:54:01
1337,renfe,MADRID,SEVILLA,2019-05-19 21:25:00,2019-05-20 00:10:00,2.75,AV City,Turista,49.15,Promo,,{},2019-04-11 21:54:01
1338,renfe,MADRID,SEVILLA,2019-05-19 21:25:00,2019-05-20 00:10:00,2.75,AV City,Turista,49.15,Promo,,{},2019-04-11 21:54:01
1339,renfe,MADRID,VALENCIA,2019-05-01 12:42:00,2019-05-01 19:04:00,6.37,REGIONAL,Turista,28.35,Adulto ida,,{},2019-04-11 21:54:01
